rank of the week,name,weekly sales,total sales,week after release
11,"Splatoon 2 (NS)Nintendo, Shooter","53,167","4,688,627",32
12,"Kingdom Come: Deliverance (PS4)Deep Silver, Role-Playing","51,898","266,058",2
13,"Shadow of the Colossus (PS4)Sony Interactive Entertainment, Action-Adventure","51,455","596,178",3
14,"Bayonetta 2 (NS)Nintendo, Action","50,461","236,650",2
15,"Pokemon: Ultra Sun and Ultra Moon (3DS)Nintendo, Role-Playing","44,026","5,808,184",15
16,"Girls und Panzer: Dream Tank Match (PS4)Namco Bandai Games, Action","42,160","42,160",1
17,"Monster Hunter: World (XOne)Capcom, Action","39,288","564,352",5
18,"Crash Bandicoot N. Sane Trilogy (PS4)Activision, Platform","37,561","3,871,115",35
19,"EA Sports UFC 3 (PS4)Electronic Arts, Sports","37,491","373,854",4
20,"Secret of Mana (PS4)Square Enix, Role-Playing","35,286","149,875",2
21,"Star Wars Battlefront II (2017) (PS4)Electronic Arts, Shooter","33,209","3,722,398",15
22,"Mario + Rabbids Kingdom Battle (NS)Ubisoft, Strategy","27,859","1,711,294",26
23,"NBA 2K18 (PS4)Take-Two Interactive, Sports","27,352","2,915,209",24
24,"PlayerUnknown's Battlegrounds (XOne)Microsoft Studios, Shooter","27,340","1,244,129",11
25,"Call of Duty: WWII (XOne)Activision, Shooter","27,232","5,781,776",17
26,"Assassin's Creed Origins (PS4)Ubisoft, Action","25,328","3,403,811",18
27,"Senran Kagura Burst Re:Newal (PS4)Marvelous, Action","25,091","25,091",1
28,"Dynasty Warriors 9 (PS4)Tecmo Koei, Action","23,776","221,284",3
29,"Need for Speed: Payback (PS4)Electronic Arts, Racing","23,256","1,580,410",16
30,"Grand Theft Auto V (XOne)Take-Two Interactive, Action","22,858","7,717,530",171
31,"Assassin's Creed Origins (XOne)Ubisoft, Action",Pro,N/A,18
32,"Madden NFL 18 (PS4)Electronic Arts, Sports",Pro,N/A,27
33,"Tom Clancy's Rainbow Six: Siege (PS4)Ubisoft, Shooter",Pro,N/A,117
34,"Overwatch (PS4)Activision, Shooter",Pro,N/A,92
35,"Pokken Tournament (NS)Nintendo, Fighting",Pro,N/A,23
36,"Dragon Ball Fighter Z (XOne)Namco Bandai Games, Fighting",Pro,N/A,5
37,"Metal Gear Survive (XOne)Konami Digital Entertainment, Action",Pro,N/A,1
38,"Kingdom Come: Deliverance (XOne)Deep Silver, Role-Playing",Pro,N/A,2
39,"FIFA 18 (NS)Electronic Arts, Sports",Pro,N/A,22
40,"The Sims 4 (PS4)Electronic Arts, Simulation",Pro,N/A,15
41,"1-2-Switch (NS)Nintendo, Party",Pro,N/A,52
42,"Horizon: Zero Dawn (PS4)Sony Interactive Entertainment, Action",Pro,N/A,52
43,"The Elder Scrolls V: Skyrim (NS)Bethesda Softworks, Role-Playing",Pro,N/A,15
44,"Forza Horizon 3 (XOne)Microsoft Studios, Racing",Pro,N/A,74
45,"MineCraft (PS4)Sony Computer Entertainment, Misc",Pro,N/A,178
46,"MineCraft (XOne)Microsoft Studios, Misc",Pro,N/A,171
47,"Arms (NS)Nintendo, Fighting",Pro,N/A,37
48,"EA Sports UFC 3 (XOne)Electronic Arts, Sports",Pro,N/A,4
49,"Dragon Quest Builders: Revive Alefgard (NS)Square Enix, Role-Playing",Pro,N/A,3
50,"NBA 2K18 (XOne)Take-Two Interactive, Sports",Pro,N/A,24
51,"Sword Art Online: Fatal Bullet (XOne)Namco Bandai Games, Role-Playing",Pro,N/A,1
52,"The Elder Scrolls V: Skyrim PSVR (PS4)Bethesda Softworks, Role-Playing",Pro,N/A,15
53,"NieR Automata (PS4)Square Enix, Role-Playing",Pro,N/A,53
54,"Tom Clancy's Rainbow Six: Siege (XOne)Ubisoft, Shooter",Pro,N/A,117
55,"Resident Evil VII: Biohazard (PS4)Capcom, Action",Pro,N/A,57
56,"Mario Kart (3DS)Nintendo, Racing",Pro,N/A,326
57,"Gran Turismo Sport (PS4)Sony Interactive Entertainment, Racing",Pro,N/A,19
58,"Kingdom Hearts 1.5 + 2.5 Remix (PS4)Square Enix, Role-Playing",Pro,N/A,51
59,"Titanfall 2 (PS4)Electronic Arts, Shooter",Pro,N/A,70
60,"Madden NFL 18 (XOne)Electronic Arts, Sports",Pro,N/A,27
61,"Middle-Earth: Shadow of War (PS4)Warner Bros. Interactive Entertainment, Action",Pro,N/A,20
62,"Fallout 4 (PS4)Bethesda Softworks, Role-Playing",Pro,N/A,120
63,"The Witcher 3: Wild Hunt (PS4)Namco Bandai Games, Role-Playing",Pro,N/A,145
64,"NBA 2K18 (NS)Take-Two Interactive, Sports",Pro,N/A,24
65,"Dissidia Final Fantasy NT (PS4)Square Enix, Fighting",Pro,N/A,7
66,"Star Wars Battlefront II (2017) (XOne)Electronic Arts, Shooter",Pro,N/A,15
67,"WWE 2K18 (PS4)Take-Two Interactive, Sports",Pro,N/A,19
68,"The Elder Scrolls V: Skyrim (PS4)Bethesda Softworks, Role-Playing",Pro,N/A,70
69,"FIFA 18 (XOne)Electronic Arts, Sports",Pro,N/A,22
70,"The Evil Within II (PS4)Bethesda Softworks, Action",Pro,N/A,20
71,"Mario Party: The Top 100 (3DS)Nintendo, Misc",Pro,N/A,16
72,"The Sims 4 (XOne)Electronic Arts, Simulation",Pro,N/A,15
73,"Call of Duty: Infinite Warfare (PS4)Activision, Shooter",Pro,N/A,69
74,"Uncharted: The Lost Legacy (PS4)Sony Interactive Entertainment, Action",Pro,N/A,27
75,"Overwatch (XOne)Activision, Shooter",Pro,N/A,92
1,"Monster Hunter: World (PS4)Capcom, Action","259,127","3,459,133",4
2,"Kingdom Come: Deliverance (PS4)Deep Silver, Role-Playing","214,160","214,160",1
3,"Bayonetta 2 (NS)Nintendo, Action","186,189","186,189",1
4,"Mario Kart 8 Deluxe (NS)Nintendo, Racing","117,215","7,175,735",43
5,"Secret of Mana (PS4)Square Enix, Role-Playing","114,589","114,589",1
6,"Shadow of the Colossus (PS4)Sony Interactive Entertainment, Action-Adventure","110,206","544,723",2
7,"Dragon Ball Fighter Z (PS4)Namco Bandai Games, Fighting","91,637","848,844",4
8,"Super Mario Odyssey (NS)Nintendo, Platform","91,386","8,494,322",17
9,"Kingdom Come: Deliverance (XOne)Deep Silver, Role-Playing","78,022","78,022",1
10,"Dynasty Warriors 9 (PS4)Tecmo Koei, Action","76,573","197,508",2
11,"The Legend of Zelda: Breath of the Wild (NS)Nintendo, Action-Adventure","74,036","6,634,705",51
12,"Grand Theft Auto V (PS4)Take-Two Interactive, Action","64,834","17,540,402",170
13,"FIFA 18 (PS4)Electronic Arts, Sports","62,527","10,608,029",21
14,"EA Sports UFC 3 (PS4)Electronic Arts, Sports","60,181","336,363",3
15,"Call of Duty: WWII (PS4)Activision, Shooter","57,003","12,347,414",16
16,"Monster Hunter: World (XOne)Capcom, Action","53,827","525,064",4
17,"Splatoon 2 (NS)Nintendo, Shooter","51,577","4,635,460",31
18,"Pokemon: Ultra Sun and Ultra Moon (3DS)Nintendo, Role-Playing","49,250","5,764,158",14
19,"Monster Energy Supercross - The Official Videogame (PS4)Milestone S.r.l., Racing","37,371","37,371",1
20,"Crash Bandicoot N. Sane Trilogy (PS4)Activision, Platform","36,321","3,833,554",34
21,"Radiant Historia: Perfect Chronology (3DS)Deep Silver, Role-Playing","34,910","95,731",34
22,"Star Wars Battlefront II (2017) (PS4)Electronic Arts, Shooter","32,666","3,689,189",14
23,"Mario + Rabbids Kingdom Battle (NS)Ubisoft, Strategy","31,674","1,683,435",25
24,"PlayerUnknown's Battlegrounds (XOne)Microsoft Studios, Shooter","30,616","1,216,789",10
25,"Grand Theft Auto V (XOne)Take-Two Interactive, Action","30,192","7,694,672",170
26,"Assassin's Creed Origins (PS4)Ubisoft, Action","29,202","3,378,483",17
27,"Call of Duty: WWII (XOne)Activision, Shooter","28,092","5,754,544",16
28,"Monster Energy Supercross - The Official Videogame (XOne)Milestone S.r.l., Racing","26,816","26,816",1
29,"Madden NFL 18 (PS4)Electronic Arts, Sports","26,799","2,404,666",26
30,"Overwatch (PS4)Activision, Shooter","25,259","4,032,398",91
31,"Need for Speed: Payback (PS4)Electronic Arts, Racing",Pro,N/A,15
32,"EA Sports UFC 3 (XOne)Electronic Arts, Sports",Pro,N/A,3
33,"NBA 2K18 (PS4)Take-Two Interactive, Sports",Pro,N/A,23
34,"Dragon Ball Fighter Z (XOne)Namco Bandai Games, Fighting",Pro,N/A,4
35,"FIFA 18 (NS)Electronic Arts, Sports",Pro,N/A,21
36,"Horizon: Zero Dawn (PS4)Sony Interactive Entertainment, Action",Pro,N/A,51
37,"Assassin's Creed Origins (XOne)Ubisoft, Action",Pro,N/A,17
38,"Pokken Tournament (NS)Nintendo, Fighting",Pro,N/A,22
39,"Dissidia Final Fantasy NT (PS4)Square Enix, Fighting",Pro,N/A,6
40,"Tom Clancy's Rainbow Six: Siege (PS4)Ubisoft, Shooter",Pro,N/A,116
41,"IDOLiSH7 Twelve Fantasia! (PSV)Bandai Namco Entertainment, Music",Pro,N/A,1
42,"The Sims 4 (PS4)Electronic Arts, Simulation",Pro,N/A,14
43,"1-2-Switch (NS)Nintendo, Party",Pro,N/A,51
44,"MineCraft (PS4)Sony Computer Entertainment, Misc",Pro,N/A,177
45,"Dragon Quest Builders: Revive Alefgard (NS)Square Enix, Role-Playing",Pro,N/A,2
46,"The Elder Scrolls V: Skyrim (NS)Bethesda Softworks, Role-Playing",Pro,N/A,14
47,"Forza Horizon 3 (XOne)Microsoft Studios, Racing",Pro,N/A,73
48,"Gran Turismo Sport (PS4)Sony Interactive Entertainment, Racing",Pro,N/A,18
49,"Arms (NS)Nintendo, Fighting",Pro,N/A,36
50,"Secret of Mana (PSV)Square Enix, Role-Playing",Pro,N/A,1
51,"NieR Automata (PS4)Square Enix, Role-Playing",Pro,N/A,52
52,"Overcooked Special Edition (NS)Team 17, Simulation",Pro,N/A,1
53,"Dynasty Warriors 9 (XOne)Tecmo Koei, Action",Pro,N/A,2
54,"The Evil Within II (PS4)Bethesda Softworks, Action",Pro,N/A,19
55,"Cyber Troopers: Virtual On x Toaru Majutsu no Index: Toaru Majutsu no Dennou Senki (PS4)Sega, Action",Pro,N/A,1
56,"NBA 2K18 (XOne)Take-Two Interactive, Sports",Pro,N/A,23
57,"Resident Evil VII: Biohazard (PS4)Capcom, Action",Pro,N/A,56
58,"WWE 2K18 (PS4)Take-Two Interactive, Sports",Pro,N/A,18
59,"Mario Kart (3DS)Nintendo, Racing",Pro,N/A,325
60,"MineCraft (XOne)Microsoft Studios, Misc",Pro,N/A,170
61,"Fallout 4 (PS4)Bethesda Softworks, Role-Playing",Pro,N/A,119
62,"FIFA 18 (XOne)Electronic Arts, Sports",Pro,N/A,21
63,"Kingdom Come: Deliverance (PC)Deep Silver, Role-Playing",Pro,N/A,1
64,"The Elder Scrolls V: Skyrim (PS4)Bethesda Softworks, Role-Playing",Pro,N/A,69
65,"Kingdom Hearts 1.5 + 2.5 Remix (PS4)Square Enix, Role-Playing",Pro,N/A,50
66,"Sword Art Online: Fatal Bullet (PS4)Namco Bandai Games, Role-Playing",Pro,N/A,2
67,"Titanfall 2 (PS4)Electronic Arts, Shooter",Pro,N/A,69
68,"Call of Duty: Infinite Warfare (PS4)Activision, Shooter",Pro,N/A,68
69,"Mario Party: The Top 100 (3DS)Nintendo, Misc",Pro,N/A,15
70,"Uncharted: The Lost Legacy (PS4)Sony Interactive Entertainment, Action",Pro,N/A,26
71,"Monster Energy Supercross - The Official Videogame (NS)Milestone S.r.l., Racing",Pro,N/A,1
72,"Overwatch (XOne)Activision, Shooter",Pro,N/A,91
73,"South Park: The Fractured But Whole (PS4)Ubisoft, Role-Playing",Pro,N/A,18
74,"Middle-Earth: Shadow of War (PS4)Warner Bros. Interactive Entertainment, Action",Pro,N/A,19
75,"Rocket League (PS4)505 Games, Sports",Pro,N/A,87
1,"Shadow of the Colossus (PS4)Sony Interactive Entertainment, Action-Adventure","434,517","434,517",1
2,"Monster Hunter: World (PS4)Capcom, Action","359,676","3,200,006",3
3,"Dynasty Warriors 9 (PS4)Tecmo Koei, Action","120,935","120,935",1
4,"Dragon Ball Fighter Z (PS4)Namco Bandai Games, Fighting","117,022","757,207",3
5,"Mario Kart 8 Deluxe (NS)Nintendo, Racing","96,415","7,058,520",42
6,"EA Sports UFC 3 (PS4)Electronic Arts, Sports","92,185","276,182",2
7,"Super Mario Odyssey (NS)Nintendo, Platform","89,548","8,402,936",16
8,"Sword Art Online: Fatal Bullet (PS4)Namco Bandai Games, Role-Playing","77,271","77,271",1
9,"Monster Hunter: World (XOne)Capcom, Action","67,476","471,237",3
10,"The Legend of Zelda: Breath of the Wild (NS)Nintendo, Action-Adventure","65,863","6,560,669",50
11,"Call of Duty: WWII (PS4)Activision, Shooter","62,478","12,290,411",15
12,"Grand Theft Auto V (PS4)Take-Two Interactive, Action","52,673","17,475,568",169
13,"FIFA 18 (PS4)Electronic Arts, Sports","50,598","10,545,502",20
14,"Splatoon 2 (NS)Nintendo, Shooter","48,132","4,583,883",30
15,"Dissidia Final Fantasy NT (PS4)Square Enix, Fighting","42,227","324,283",5
16,"Pokemon: Ultra Sun and Ultra Moon (3DS)Nintendo, Role-Playing","40,689","5,714,908",13
17,"EA Sports UFC 3 (XOne)Electronic Arts, Sports","38,565","121,487",2
18,"Mario + Rabbids Kingdom Battle (NS)Ubisoft, Strategy","32,392","1,651,761",24
19,"Call of Duty: WWII (XOne)Activision, Shooter","31,541","5,726,452",15
20,"Dragon Ball Fighter Z (XOne)Namco Bandai Games, Fighting","31,395","217,748",3
21,"PlayerUnknown's Battlegrounds (XOne)Microsoft Studios, Shooter","30,562","1,186,173",9
22,"Dragon Quest Builders: Revive Alefgard (NS)Square Enix, Role-Playing","30,235","30,235",1
23,"Star Wars Battlefront II (2017) (PS4)Electronic Arts, Shooter","28,072","3,656,523",13
24,"Crash Bandicoot N. Sane Trilogy (PS4)Activision, Platform","27,378","3,797,233",33
25,"Madden NFL 18 (PS4)Electronic Arts, Sports","25,538","2,377,867",25
26,"NBA 2K18 (PS4)Take-Two Interactive, Sports","25,408","2,863,289",22
27,"Assassin's Creed Origins (PS4)Ubisoft, Action","21,677","3,349,281",16
28,"Horizon: Zero Dawn (PS4)Sony Interactive Entertainment, Action","20,772","4,672,462",50
29,"Overwatch (PS4)Activision, Shooter","20,381","4,007,139",90
30,"Tom Clancy's Rainbow Six: Siege (PS4)Ubisoft, Shooter","19,859","3,602,335",115
31,"Grand Theft Auto V (XOne)Take-Two Interactive, Action",Pro,N/A,169
32,"Pokken Tournament (NS)Nintendo, Fighting",Pro,N/A,21
33,"The Elder Scrolls V: Skyrim (NS)Bethesda Softworks, Role-Playing",Pro,N/A,13
34,"Need for Speed: Payback (PS4)Electronic Arts, Racing",Pro,N/A,14
35,"Assassin's Creed Origins (XOne)Ubisoft, Action",Pro,N/A,16
36,"Gran Turismo Sport (PS4)Sony Interactive Entertainment, Racing",Pro,N/A,17
37,"1-2-Switch (NS)Nintendo, Party",Pro,N/A,50
38,"Arms (NS)Nintendo, Fighting",Pro,N/A,35
39,"The Seven Deadly Sins: Knights of Britannia (PS4)Bandai Namco Entertainment, Fighting",Pro,N/A,3
40,"Call of Duty: Infinite Warfare (PS4)Activision, Shooter",Pro,N/A,67
41,"The Sims 4 (PS4)Electronic Arts, Simulation",Pro,N/A,13
42,"WWE 2K18 (PS4)Take-Two Interactive, Sports",Pro,N/A,17
43,"Forza Horizon 3 (XOne)Microsoft Studios, Racing",Pro,N/A,72
44,"Fallout 4 (PS4)Bethesda Softworks, Role-Playing",Pro,N/A,118
45,"NieR Automata (PS4)Square Enix, Role-Playing",Pro,N/A,51
46,"Resident Evil VII: Biohazard (PS4)Capcom, Action",Pro,N/A,55
47,"The Evil Within II (PS4)Bethesda Softworks, Action",Pro,N/A,18
48,"Titanfall 2 (PS4)Electronic Arts, Shooter",Pro,N/A,68
49,"MineCraft (PS4)Sony Computer Entertainment, Misc",Pro,N/A,176
50,"Mario Party: The Top 100 (3DS)Nintendo, Misc",Pro,N/A,14
51,"Mario Kart (3DS)Nintendo, Racing",Pro,N/A,324
52,"South Park: The Fractured But Whole (PS4)Ubisoft, Role-Playing",Pro,N/A,17
53,"MineCraft (XOne)Microsoft Studios, Misc",Pro,N/A,169
54,"Final Fantasy XV (PS4)Square Enix, Role-Playing",Pro,N/A,63
55,"FIFA 18 (NS)Electronic Arts, Sports",Pro,N/A,20
56,"Xenoblade Chronicles 2 (NS)Nintendo, Role-Playing",Pro,N/A,11
57,"Kingdom Hearts 1.5 + 2.5 Remix (PS4)Square Enix, Role-Playing",Pro,N/A,49
58,"NBA 2K18 (XOne)Take-Two Interactive, Sports",Pro,N/A,22
59,"Destiny 2 (PS4)Activision, Shooter",Pro,N/A,23
60,"The Elder Scrolls V: Skyrim (PS4)Bethesda Softworks, Role-Playing",Pro,N/A,68
61,"Rocket League (PS4)505 Games, Sports",Pro,N/A,86
62,"Rocket League (NS)505 Games, Sports",Pro,N/A,4
63,"Prey (2017) (PS4)Bethesda Softworks, Shooter",Pro,N/A,41
64,"The Elder Scrolls V: Skyrim PSVR (PS4)Bethesda Softworks, Role-Playing",Pro,N/A,13
65,"Dragon's Crown Pro (PS4)Atlus, Role-Playing",Pro,N/A,1
66,"Kingdom Hearts HD 2.8 Final Chapter Prologue (PS4)Square Enix, Role-Playing",Pro,N/A,57
67,"The Sims 4 (XOne)Electronic Arts, Simulation",Pro,N/A,13
68,"Overwatch (XOne)Activision, Shooter",Pro,N/A,90
69,"FIFA 18 (XOne)Electronic Arts, Sports",Pro,N/A,20
70,"Tekken 7 (PS4)Namco Bandai Games, Fighting",Pro,N/A,37
71,"Final Fantasy XII: The Zodiac Age (PS4)Square Enix, Role-Playing",Pro,N/A,31
72,"Madden NFL 18 (XOne)Electronic Arts, Sports",Pro,N/A,25
73,"Tom Clancy's Rainbow Six: Siege (XOne)Ubisoft, Shooter",Pro,N/A,115
74,"Street Fighter V (PS4)Capcom, Fighting",Pro,N/A,104
75,"Star Wars Battlefront II (2017) (XOne)Electronic Arts, Shooter",Pro,N/A,13
1,"Monster Hunter: World (PS4)Capcom, Action","651,575","2,840,330",2
2,"Dragon Ball Fighter Z (PS4)Namco Bandai Games, Fighting","222,410","640,185",2
3,"EA Sports UFC 3 (PS4)Electronic Arts, Sports","183,997","183,997",1
4,"Dissidia Final Fantasy NT (PS4)Square Enix, Fighting","149,403","282,056",4
5,"Monster Hunter: World (XOne)Capcom, Action","117,201","403,761",2
6,"Mario Kart 8 Deluxe (NS)Nintendo, Racing","95,836","6,962,105",41
7,"Super Mario Odyssey (NS)Nintendo, Platform","87,072","8,313,388",15
8,"EA Sports UFC 3 (XOne)Electronic Arts, Sports","82,922","82,922",1
9,"Call of Duty: WWII (PS4)Activision, Shooter","75,970","12,227,933",14
10,"The Legend of Zelda: Breath of the Wild (NS)Nintendo, Action-Adventure","72,615","6,494,806",49
11,"FIFA 18 (PS4)Electronic Arts, Sports","60,580","10,494,904",19
12,"Splatoon 2 (NS)Nintendo, Shooter","57,634","4,535,751",29
13,"Dragon Ball Fighter Z (XOne)Namco Bandai Games, Fighting","49,047","186,353",2
14,"Grand Theft Auto V (PS4)Take-Two Interactive, Action","45,617","17,422,895",168
15,"Pokemon: Ultra Sun and Ultra Moon (3DS)Nintendo, Role-Playing","41,756","5,674,219",12
16,"Mario + Rabbids Kingdom Battle (NS)Ubisoft, Strategy","39,806","1,619,369",23
17,"PlayerUnknown's Battlegrounds (XOne)Microsoft Studios, Shooter","37,841","1,155,611",8
18,"Call of Duty: WWII (XOne)Activision, Shooter","35,836","5,694,911",14
19,"Star Wars Battlefront II (2017) (PS4)Electronic Arts, Shooter","30,066","3,628,451",12
20,"The Elder Scrolls V: Skyrim (NS)Bethesda Softworks, Role-Playing","29,674","657,539",12
21,"Madden NFL 18 (PS4)Electronic Arts, Sports","25,032","2,352,329",24
22,"Crash Bandicoot N. Sane Trilogy (PS4)Activision, Platform","24,208","3,769,855",32
23,"Gran Turismo Sport (PS4)Sony Interactive Entertainment, Racing","22,549","3,004,442",16
24,"Assassin's Creed Origins (PS4)Ubisoft, Action","21,212","3,327,604",15
25,"NBA 2K18 (PS4)Take-Two Interactive, Sports","19,860","2,837,881",21
26,"Horizon: Zero Dawn (PS4)Sony Interactive Entertainment, Action","19,815","4,651,690",49
27,"Grand Theft Auto V (XOne)Take-Two Interactive, Action","19,801","7,644,846",168
28,"Pokken Tournament (NS)Nintendo, Fighting","18,967","1,206,128",20
29,"Tom Clancy's Rainbow Six: Siege (PS4)Ubisoft, Shooter","18,904","3,582,476",114
30,"The Sims 4 (PS4)Electronic Arts, Simulation","18,852","827,043",12
31,"Call of Duty: Infinite Warfare (PS4)Activision, Shooter",Pro,N/A,66
32,"Need for Speed: Payback (PS4)Electronic Arts, Racing",Pro,N/A,13
33,"Forza Horizon 3 (XOne)Microsoft Studios, Racing",Pro,N/A,71
34,"Arms (NS)Nintendo, Fighting",Pro,N/A,34
35,"Assassin's Creed Origins (XOne)Ubisoft, Action",Pro,N/A,15
36,"1-2-Switch (NS)Nintendo, Party",Pro,N/A,49
37,"Resident Evil VII: Biohazard (PS4)Capcom, Action",Pro,N/A,54
38,"Overwatch (PS4)Activision, Shooter",Pro,N/A,89
39,"Final Fantasy XII: The Zodiac Age (PS4)Square Enix, Role-Playing",Pro,N/A,30
40,"WWE 2K18 (PS4)Take-Two Interactive, Sports",Pro,N/A,16
41,"MineCraft (PS4)Sony Computer Entertainment, Misc",Pro,N/A,175
42,"Xenoblade Chronicles 2 (NS)Nintendo, Role-Playing",Pro,N/A,10
43,"NieR Automata (PS4)Square Enix, Role-Playing",Pro,N/A,50
44,"Titanfall 2 (PS4)Electronic Arts, Shooter",Pro,N/A,67
45,"Mario Party: The Top 100 (3DS)Nintendo, Misc",Pro,N/A,13
46,"Destiny 2 (PS4)Activision, Shooter",Pro,N/A,22
47,"Kingdom Hearts 1.5 + 2.5 Remix (PS4)Square Enix, Role-Playing",Pro,N/A,48
48,"The Inpatient (PS4)Sony Interactive Entertainment, Action",Pro,N/A,2
49,"Rocket League (PS4)505 Games, Sports",Pro,N/A,85
50,"FIFA 18 (NS)Electronic Arts, Sports",Pro,N/A,19
51,"South Park: The Fractured But Whole (PS4)Ubisoft, Role-Playing",Pro,N/A,16
52,"The Evil Within II (PS4)Bethesda Softworks, Action",Pro,N/A,17
53,"MineCraft (XOne)Microsoft Studios, Misc",Pro,N/A,168
54,"Mario Kart (3DS)Nintendo, Racing",Pro,N/A,323
55,"Madden NFL 18 (XOne)Electronic Arts, Sports",Pro,N/A,24
56,"Final Fantasy XV (PS4)Square Enix, Role-Playing",Pro,N/A,62
57,"Street Fighter V (PS4)Capcom, Fighting",Pro,N/A,103
58,"Fallout 4 (PS4)Bethesda Softworks, Role-Playing",Pro,N/A,117
59,"Tom Clancy's Rainbow Six: Siege (XOne)Ubisoft, Shooter",Pro,N/A,114
60,"The Sims 4 (XOne)Electronic Arts, Simulation",Pro,N/A,12
61,"The Elder Scrolls V: Skyrim PSVR (PS4)Bethesda Softworks, Role-Playing",Pro,N/A,12
62,"FIFA 18 (XOne)Electronic Arts, Sports",Pro,N/A,19
63,"DOOM VFR (PS4)Bethesda Softworks, Shooter",Pro,N/A,10
64,"Rocket League (NS)505 Games, Sports",Pro,N/A,3
65,"LEGO Marvel Super Heroes 2 (PS4)Warner Bros. Interactive Entertainment, Action",Pro,N/A,12
66,"Uncharted: The Lost Legacy (PS4)Sony Interactive Entertainment, Action",Pro,N/A,24
67,"Pokemon Crystal Version (3DS)Nintendo, Role-Playing",Pro,N/A,2
68,"Marvel vs. Capcom: Infinite (PS4)Capcom, Fighting",Pro,N/A,20
69,"Kingdom Hearts HD 2.8 Final Chapter Prologue (PS4)Square Enix, Role-Playing",Pro,N/A,56
70,"NBA 2K18 (XOne)Take-Two Interactive, Sports",Pro,N/A,21
71,"Star Wars Battlefront II (2017) (XOne)Electronic Arts, Shooter",Pro,N/A,12
72,"Doom (2016) (NS)Bethesda Softworks, Shooter",Pro,N/A,13
73,"Prey (2017) (PS4)Bethesda Softworks, Shooter",Pro,N/A,40
74,"New Super Mario Bros. 2 (3DS)Nintendo, Platform",Pro,N/A,289
75,"Just Dance 2018 (NS)Ubisoft, Music",Pro,N/A,15
1,"Monster Hunter: World (PS4)Capcom, Action","2,188,755","2,188,755",1
2,"Dragon Ball Fighter Z (PS4)Namco Bandai Games, Fighting","417,775","417,775",1
