rank of the week,name,weekly sales,total sales,week after release
67,"Shin Megami Tensei x Fire Emblem (WiiU)Nintendo, Role-Playing",Pro,N/A,32
68,"Need for Speed (2015) (PS4)Electronic Arts, Racing",Pro,N/A,39
69,"Destiny: The Taken King (XOne)Activision, Shooter",Pro,N/A,46
70,"Splatoon (WiiU)Nintendo, Shooter",Pro,N/A,62
71,"Tomodachi Life (3DS)Nintendo, Simulation",Pro,N/A,173
72,"Grand Theft Auto V (X360)Take-Two Interactive, Action",Pro,N/A,150
73,"The Legend of Zelda: Twilight Princess HD (WiiU)Nintendo, Action",Pro,N/A,22
74,"Street Fighter V (PS4)Capcom, Fighting",Pro,N/A,24
75,"The Sims 4 (PC)Electronic Arts, Simulation",Pro,N/A,100
1,"Yokai Watch 3 (3DS)Level 5, Role-Playing","161,060","789,739",2
2,"Pokemon Omega Ruby/Pokemon Alpha Sapphire (3DS)Nintendo, Misc","100,394","10,752,694",88
3,"Monster Hunter X (3DS)Capcom, Action","78,691","3,041,251",35
4,"Uncharted (PS4) (PS4)Sony Computer Entertainment, Action","68,254","3,692,819",11
5,"Pokemon X/Y (3DS)Nintendo, Role-Playing","66,170","14,459,844",146
6,"Call of Duty: Black Ops 3 (PS4)Activision, Shooter","60,497","13,375,772",38
7,"Grand Theft Auto V (PS4)Take-Two Interactive, Action","50,658","11,250,760",88
8,"Ys VIII: Lacrimosa of Dana (PSV)Nihon Falcom Corporation, Role-Playing","45,735","45,735",1
9,"Overwatch (PS4)Activision, Shooter","43,352","1,321,462",9
10,"Gears of War: Ultimate Edition (XOne)Microsoft Game Studios, Shooter","37,241","2,757,290",48
11,"Doom (2016) (PS4)Bethesda Softworks, Shooter","34,963","1,181,985",11
12,"FIFA 16 (PS4)Electronic Arts, Sports","32,192","7,850,603",44
13,"Minecraft (WiiU)Microsoft Game Studios, Adventure","30,220","223,037",5
14,"Lego Star Wars: The Force Awakens (PS4)Warner Bros. Interactive Entertainment, Action","28,720","351,285",4
15,"Grand Theft Auto V (XOne)Take-Two Interactive, Action","25,372","4,818,949",88
16,"Overwatch (XOne)Activision, Shooter","24,522","658,815",9
17,"MineCraft (PS4)Sony Computer Entertainment America, Misc","23,779","3,508,609",95
18,"Kirby: Planet Robobot (3DS)Nintendo, Action","23,549","697,459",13
19,"Sumikko Gurashi: Mura o Tsukurundesu (3DS)Nippon Columbia, Misc","19,600","19,600",1
20,"Call of Duty: Black Ops 3 (XOne)Activision, Shooter","19,500","6,777,901",38
21,"Mario & Sonic at the Rio 2016 Olympic Games (WiiU)Nintendo, Action","19,109","137,773",5
22,"Pokemon Super Mystery Dungeon (3DS)Nintendo, Role-Playing","18,872","1,056,437",45
23,"Doom (2016) (XOne)Bethesda Softworks, Shooter","18,513","596,135",11
24,"NBA 2K16 (PS4)Take-Two Interactive, Sports","18,088","3,751,714",43
25,"FIFA 16 (XOne)Electronic Arts, Sports","17,808","3,076,075",44
26,"Youkai Watch (3DS)Nintendo, Role-Playing","15,967","1,826,842",159
27,"Star Wars Battlefront (2015) (PS4)Electronic Arts, Shooter","15,626","6,946,983",36
28,"MLB 16: The Show (PS4)Sony Computer Entertainment, Action","15,254","622,954",17
29,"Tom Clancy's The Division (XOne)Ubisoft, Misc","15,104","1,828,602",20
30,"Mario & Sonic at the Rio 2016 Olympic Games (3DS)Nintendo, Sports","14,623","334,549",23
31,"MineCraft (XOne)Microsoft Game Studios, Misc",Pro,N/A,88
32,"Lego Star Wars: The Force Awakens (XOne)Warner Bros. Interactive Entertainment, Action",Pro,N/A,4
33,"Tom Clancy's The Division (PS4)Ubisoft, Misc",Pro,N/A,20
34,"Ratchet & Clank (2016) (PS4)Sony Computer Entertainment, Platform",Pro,N/A,15
35,"NBA 2K16 (XOne)Take-Two Interactive, Sports",Pro,N/A,43
36,"MineCraft (X360)Microsoft Game Studios, Adventure",Pro,N/A,164
37,"Uncharted: The Nathan Drake Collection (PS4)Sony Computer Entertainment, Action",Pro,N/A,42
38,"FIFA 16 (PS3)Electronic Arts, Sports",Pro,N/A,44
39,"Black Rose Valkyrie (PS4)Idea Factory, Role-Playing",Pro,N/A,1
40,"Halo 5: Guardians (XOne)Microsoft Game Studios, Shooter",Pro,N/A,39
41,"Fire Emblem Fates (3DS)Nintendo, Role-Playing",Pro,N/A,57
42,"Dark Souls III (PS4)Namco Bandai Games, Role-Playing",Pro,N/A,18
43,"Destiny: The Taken King (PS4)Activision, Shooter",Pro,N/A,45
44,"Mario Kart (3DS)Nintendo, Racing",Pro,N/A,243
45,"Splatoon (WiiU)Nintendo, Shooter",Pro,N/A,61
46,"Fallout 4 (PS4)Bethesda Softworks, Role-Playing",Pro,N/A,37
47,"Mirror's Edge 2 (PS4)Electronic Arts, Platform",Pro,N/A,7
48,"Rocket League (PS4)505 Games, Sports",Pro,N/A,5
49,"7 Days to Die (PS4)Telltale Games, Action",Pro,N/A,4
50,"Assassin's Creed Syndicate (PS4)Ubisoft, Action",Pro,N/A,40
51,"UEFA Euro 2016 (PS4)Konami Digital Entertainment, Sports",Pro,N/A,14
52,"Metal Gear Solid V: The Phantom Pain (PS4)Konami Digital Entertainment, Misc",Pro,N/A,47
53,"Naruto Shippuden: Ultimate Ninja Storm 4 (PS4)Namco Bandai Games, Fighting",Pro,N/A,25
54,"Grand Theft Auto V (PS3)Take-Two Interactive, Action",Pro,N/A,149
55,"Homefront: The Revolution (PS4)Deep Silver, Shooter",Pro,N/A,10
56,"Pokken Tournament (WiiU)Nintendo, Fighting",Pro,N/A,19
57,"Animal Crossing: New Leaf (3DS)Nintendo, Simulation",Pro,N/A,194
58,"Lego Star Wars: The Force Awakens (WiiU)Warner Bros. Interactive Entertainment, Action",Pro,N/A,4
59,"The Witcher 3: Wild Hunt (PS4)Warner Bros. Interactive Entertainment, Role-Playing",Pro,N/A,62
60,"Tomodachi Life (3DS)Nintendo, Simulation",Pro,N/A,172
61,"Shin Megami Tensei x Fire Emblem (WiiU)Nintendo, Role-Playing",Pro,N/A,31
62,"Bloodborne (PS4)Sony Computer Entertainment, Role-Playing",Pro,N/A,70
63,"Need for Speed (2015) (PS4)Electronic Arts, Racing",Pro,N/A,38
64,"Destiny: The Taken King (XOne)Activision, Shooter",Pro,N/A,45
65,"MineCraft (PS3)Sony Computer Entertainment, Misc",Pro,N/A,115
66,"Song of the Deep (PS4)Insomniac Games, Action",Pro,N/A,2
67,"Grand Theft Auto V (X360)Take-Two Interactive, Action",Pro,N/A,149
68,"Street Fighter V (PS4)Capcom, Fighting",Pro,N/A,23
69,"MineCraft (PSV)Sony Computer Entertainment America, Misc",Pro,N/A,89
70,"Star Ocean 5: Integrity and Faithlessness (PS4)Square Enix, Role-Playing",Pro,N/A,17
71,"The Sims 4 (PC)Electronic Arts, Simulation",Pro,N/A,99
72,"The Legend of Zelda: Twilight Princess HD (WiiU)Nintendo, Action",Pro,N/A,21
73,"FIFA 16 (X360)Electronic Arts, Sports",Pro,N/A,44
74,"One Piece: Burning Blood (PS4)Namco Bandai Games, Fighting",Pro,N/A,14
75,"New Super Mario Bros. 2 (3DS)Nintendo, Misc",Pro,N/A,209
1,"Yokai Watch 3 (3DS)Level 5, Role-Playing","628,679","628,679",1
2,"Monster Hunter X (3DS)Capcom, Action","208,529","2,962,560",34
3,"Uncharted (PS4) (PS4)Sony Computer Entertainment, Action","91,632","3,624,565",10
4,"Call of Duty: Black Ops 3 (PS4)Activision, Shooter","67,696","13,315,275",37
5,"Overwatch (PS4)Activision, Shooter","59,944","1,278,110",8
6,"Grand Theft Auto V (PS4)Take-Two Interactive, Action","54,165","11,200,102",87
7,"Lego Star Wars: The Force Awakens (PS4)Warner Bros. Interactive Entertainment, Action","41,118","322,565",3
8,"Gears of War: Ultimate Edition (XOne)Microsoft Game Studios, Shooter","39,051","2,720,049",47
9,"Doom (2016) (PS4)Bethesda Softworks, Shooter","36,989","1,147,022",10
10,"FIFA 16 (PS4)Electronic Arts, Sports","36,574","7,818,411",43
11,"Overwatch (XOne)Activision, Shooter","35,828","634,293",8
12,"Pokemon Omega Ruby/Pokemon Alpha Sapphire (3DS)Nintendo, Misc","34,098","10,652,300",87
13,"Minecraft (WiiU)Microsoft Game Studios, Adventure","30,448","192,817",4
14,"Kirby: Planet Robobot (3DS)Nintendo, Action","29,172","673,910",12
15,"Grand Theft Auto V (XOne)Take-Two Interactive, Action","28,241","4,793,577",87
16,"Pokemon X/Y (3DS)Nintendo, Role-Playing","25,218","14,393,674",145
17,"Song of the Deep (XOne)Insomniac Games, Action","23,384","23,384",1
18,"Song of the Deep (PS4)Insomniac Games, Action","22,590","22,590",1
19,"7th Dragon III Code: VFD (3DS)Sega, Role-Playing","22,353","144,612",40
20,"Doom (2016) (XOne)Bethesda Softworks, Shooter","21,849","541,069",10
21,"MineCraft (PS4)Sony Computer Entertainment America, Misc","20,909","3,484,830",94
22,"Lego Star Wars: The Force Awakens (XOne)Warner Bros. Interactive Entertainment, Action","20,584","147,144",3
23,"Mario & Sonic at the Rio 2016 Olympic Games (WiiU)Nintendo, Action","20,171","118,664",4
24,"FIFA 16 (XOne)Electronic Arts, Sports","19,812","3,058,267",43
25,"Call of Duty: Black Ops 3 (XOne)Activision, Shooter","19,784","6,758,401",37
26,"NBA 2K16 (PS4)Take-Two Interactive, Sports","19,449","3,733,626",42
27,"Assassin's Creed Syndicate (PS4)Ubisoft, Action","18,830","3,010,701",39
28,"Ratchet & Clank (2016) (PS4)Sony Computer Entertainment, Platform","18,449","969,174",14
29,"Tom Clancy's The Division (PS4)Ubisoft, Misc","17,635","3,380,070",19
30,"Youkai Watch (3DS)Nintendo, Role-Playing","17,563","1,810,875",158
31,"Star Wars Battlefront (2015) (PS4)Electronic Arts, Shooter",Pro,N/A,35
32,"FIFA 16 (PS3)Electronic Arts, Sports",Pro,N/A,43
33,"Ghostbusters (2016) (PS4)Activision, Action",Pro,N/A,1
34,"NBA 2K16 (XOne)Take-Two Interactive, Sports",Pro,N/A,42
35,"UEFA Euro 2016 (PS4)Konami Digital Entertainment, Sports",Pro,N/A,13
36,"Fire Emblem Fates (3DS)Nintendo, Role-Playing",Pro,N/A,56
37,"Halo 5: Guardians (XOne)Microsoft Game Studios, Shooter",Pro,N/A,38
38,"MLB 16: The Show (PS4)Sony Computer Entertainment, Action",Pro,N/A,16
39,"Uncharted: The Nathan Drake Collection (PS4)Sony Computer Entertainment, Action",Pro,N/A,41
40,"Destiny: The Taken King (PS4)Activision, Shooter",Pro,N/A,44
41,"Dark Souls III (PS4)Namco Bandai Games, Role-Playing",Pro,N/A,17
42,"Rocket League (PS4)505 Games, Sports",Pro,N/A,4
43,"Splatoon (WiiU)Nintendo, Shooter",Pro,N/A,60
44,"Tom Clancy's The Division (XOne)Ubisoft, Misc",Pro,N/A,19
45,"Mario & Sonic at the Rio 2016 Olympic Games (3DS)Nintendo, Sports",Pro,N/A,22
46,"Fallout 4 (PS4)Bethesda Softworks, Role-Playing",Pro,N/A,36
47,"Mario Kart (3DS)Nintendo, Racing",Pro,N/A,242
48,"7 Days to Die (PS4)Telltale Games, Action",Pro,N/A,3
49,"Ghostbusters (2016) (XOne)Activision, Action",Pro,N/A,1
50,"MineCraft (XOne)Microsoft Game Studios, Misc",Pro,N/A,87
51,"Star Ocean 5: Integrity and Faithlessness (PS4)Square Enix, Role-Playing",Pro,N/A,16
52,"MineCraft (X360)Microsoft Game Studios, Adventure",Pro,N/A,163
53,"Metal Gear Solid V: The Phantom Pain (PS4)Konami Digital Entertainment, Misc",Pro,N/A,46
54,"Mirror's Edge 2 (PS4)Electronic Arts, Platform",Pro,N/A,6
55,"The Legend of Heroes: Trails in the Sky Third Chapter (PSV)Nihon Falcom Corporation, Role-Playing",Pro,N/A,1
56,"Animal Crossing: New Leaf (3DS)Nintendo, Simulation",Pro,N/A,193
57,"Lego Star Wars: The Force Awakens (WiiU)Warner Bros. Interactive Entertainment, Action",Pro,N/A,3
58,"Song of the Deep (PC)Insomniac Games, Action",Pro,N/A,1
59,"Rocket League (XOne)505 Games, Sports",Pro,N/A,4
60,"Batman: Arkham Knight (PS4)Warner Bros. Interactive Entertainment, Action",Pro,N/A,56
61,"Tomodachi Life (3DS)Nintendo, Simulation",Pro,N/A,171
62,"Story of Seasons: Good Friends of the Three Villages (3DS)Marvelous Entertainment, Simulation",Pro,N/A,4
63,"Grand Theft Auto V (PS3)Take-Two Interactive, Action",Pro,N/A,148
64,"Shin Megami Tensei x Fire Emblem (WiiU)Nintendo, Role-Playing",Pro,N/A,30
65,"Pokemon Super Mystery Dungeon (3DS)Nintendo, Role-Playing",Pro,N/A,44
66,"Need for Speed (2015) (PS4)Electronic Arts, Racing",Pro,N/A,37
67,"The Sims 4 (PC)Electronic Arts, Simulation",Pro,N/A,98
68,"Naruto Shippuden: Ultimate Ninja Storm 4 (PS4)Namco Bandai Games, Fighting",Pro,N/A,24
69,"Destiny: The Taken King (XOne)Activision, Shooter",Pro,N/A,44
70,"The Witcher 3: Wild Hunt (PS4)Warner Bros. Interactive Entertainment, Role-Playing",Pro,N/A,61
71,"Homefront: The Revolution (PS4)Deep Silver, Shooter",Pro,N/A,9
72,"The Legend of Zelda: Twilight Princess HD (WiiU)Nintendo, Action",Pro,N/A,20
73,"Diablo III (PS4)Activision, Role-Playing",Pro,N/A,100
74,"Grand Theft Auto V (X360)Take-Two Interactive, Action",Pro,N/A,148
75,"New Super Mario Bros. 2 (3DS)Nintendo, Misc",Pro,N/A,208
1,"Uncharted (PS4) (PS4)Sony Computer Entertainment, Action","84,809","3,532,933",9
2,"Lego Star Wars: The Force Awakens (PS4)Warner Bros. Interactive Entertainment, Action","79,819","281,447",2
3,"Call of Duty: Black Ops 3 (PS4)Activision, Shooter","71,659","13,247,579",36
4,"Overwatch (PS4)Activision, Shooter","67,391","1,218,166",7
5,"Grand Theft Auto V (PS4)Take-Two Interactive, Action","52,533","11,145,937",86
6,"Doom (2016) (PS4)Bethesda Softworks, Shooter","43,307","1,110,033",9
7,"FIFA 16 (PS4)Electronic Arts, Sports","40,218","7,781,837",42
8,"Overwatch (XOne)Activision, Shooter","38,844","598,465",7
9,"Lego Star Wars: The Force Awakens (XOne)Warner Bros. Interactive Entertainment, Action","38,008","126,560",2
10,"Gears of War: Ultimate Edition (XOne)Microsoft Game Studios, Shooter","37,283","2,705,366",46
11,"Kirby: Planet Robobot (3DS)Nintendo, Action","36,676","620,369",11
12,"Minecraft (WiiU)Microsoft Game Studios, Adventure","35,746","162,369",3
13,"Culdcept (3DS)Nippon Ichi Software, Misc","29,524","185,972",211
14,"Pokemon Omega Ruby/Pokemon Alpha Sapphire (3DS)Nintendo, Misc","27,589","10,618,202",86
15,"Grand Theft Auto V (XOne)Take-Two Interactive, Action","26,978","4,765,336",86
16,"Rocket League (XOne)505 Games, Sports","26,284","40,546",3
17,"Star Ocean 5: Integrity and Faithlessness (PS4)Square Enix, Role-Playing","24,823","242,807",15
18,"Rocket League (PS4)505 Games, Sports","24,242","46,114",3
19,"MineCraft (PS4)Sony Computer Entertainment Europe, Misc","24,051","3,463,921",93
20,"Mario & Sonic at the Rio 2016 Olympic Games (WiiU)Nintendo, Action","23,279","98,493",3
21,"Lego Star Wars: The Force Awakens (WiiU)Warner Bros. Interactive Entertainment, Action","22,348","42,689",2
22,"Doom (2016) (XOne)Bethesda Softworks, Shooter","22,259","519,220",9
23,"Ratchet & Clank (2016) (PS4)Sony Computer Entertainment, Platform","21,689","950,725",13
24,"NBA 2K16 (PS4)Take-Two Interactive, Sports","21,121","3,714,177",41
25,"Tom Clancy's The Division (PS4)Ubisoft, Misc","20,609","3,362,435",18
26,"Splatoon (WiiU)Nintendo, Shooter","19,869","4,212,177",59
27,"FIFA 16 (XOne)Electronic Arts, Sports","19,657","3,038,455",42
28,"Pokemon X/Y (3DS)Nintendo, Role-Playing","19,250","14,368,456",144
29,"7 Days to Die (PS4)Telltale Games, Action","19,041","55,749",2
30,"Call of Duty: Black Ops 3 (XOne)Activision, Shooter","18,974","6,738,617",36
31,"Lego Star Wars: The Force Awakens (PS3)Warner Bros. Interactive Entertainment, Action",Pro,N/A,2
32,"Youkai Watch (3DS)Nintendo, Role-Playing",Pro,N/A,157
33,"UEFA Euro 2016 (PS4)Konami Digital Entertainment, Sports",Pro,N/A,12
34,"FIFA 16 (PS3)Electronic Arts, Sports",Pro,N/A,42
35,"Fire Emblem Fates (3DS)Nintendo, Role-Playing",Pro,N/A,55
36,"NBA 2K16 (XOne)Take-Two Interactive, Sports",Pro,N/A,41
37,"Assassin's Creed Syndicate (PS4)Ubisoft, Action",Pro,N/A,38
38,"Halo 5: Guardians (XOne)Microsoft Game Studios, Shooter",Pro,N/A,37
39,"Destiny: The Taken King (PS4)Activision, Shooter",Pro,N/A,43
40,"Tom Clancy's The Division (XOne)Ubisoft, Misc",Pro,N/A,18
41,"Shin Megami Tensei x Fire Emblem (WiiU)Nintendo, Role-Playing",Pro,N/A,29
42,"Story of Seasons: Good Friends of the Three Villages (3DS)Marvelous Interactive, Simulation",Pro,N/A,3
43,"MLB 16: The Show (PS4)Sony Computer Entertainment, Action",Pro,N/A,15
44,"Star Wars Battlefront (2015) (PS4)Electronic Arts, Shooter",Pro,N/A,34
45,"Uncharted: The Nathan Drake Collection (PS4)Sony Computer Entertainment, Action",Pro,N/A,40
46,"MineCraft (XOne)Microsoft Game Studios, Misc",Pro,N/A,86
47,"Dark Souls III (PS4)Namco Bandai Games, Role-Playing",Pro,N/A,16
48,"Lego Star Wars: The Force Awakens (X360)Warner Bros. Interactive Entertainment, Action",Pro,N/A,2
49,"Mario & Sonic at the Rio 2016 Olympic Games (3DS)Nintendo, Sports",Pro,N/A,21
50,"Mirror's Edge 2 (PS4)Electronic Arts, Platform",Pro,N/A,5
51,"Animal Crossing: New Leaf (3DS)Nintendo, Simulation",Pro,N/A,192
52,"EA Sports UFC 2 (PS4)Electronic Arts, Sports",Pro,N/A,17
53,"MineCraft (X360)Microsoft Game Studios, Adventure",Pro,N/A,162
54,"Mario Kart (3DS)Nintendo, Racing",Pro,N/A,241
55,"Fallout 4 (PS4)Bethesda Softworks, Role-Playing",Pro,N/A,35
56,"Homefront: The Revolution (PS4)Deep Silver, Shooter",Pro,N/A,8
57,"Zero Escape: Zero Time Dilemma (3DS)Aksys Games, Adventure",Pro,N/A,2
58,"Super Mario Maker (WiiU)Nintendo, Platform",Pro,N/A,44
59,"Metal Gear Solid V: The Phantom Pain (PS4)Konami Digital Entertainment, Misc",Pro,N/A,45
60,"Far Cry: Primal (PS4)Ubisoft, Action",Pro,N/A,20
61,"Naruto Shippuden: Ultimate Ninja Storm 4 (PS4)Namco Bandai Games, Fighting",Pro,N/A,23
62,"Grand Theft Auto V (PS3)Take-Two Interactive, Action",Pro,N/A,147
63,"The Witcher 3: Wild Hunt (PS4)Namco Bandai Games, Role-Playing",Pro,N/A,60
64,"Destiny: The Taken King (XOne)Activision, Shooter",Pro,N/A,43
65,"Overwatch (PC)Activision, Shooter",Pro,N/A,7
66,"Tomodachi Life (3DS)Nintendo, Simulation",Pro,N/A,170
67,"Need for Speed (2015) (PS4)Electronic Arts, Racing",Pro,N/A,36
68,"Super Robot Wars OG: The Moon Dwellers (PS4)Namco Bandai Games, Misc",Pro,N/A,2
69,"The Legend of Zelda: Twilight Princess HD (WiiU)Nintendo, Action",Pro,N/A,19
70,"Street Fighter V (PS4)Capcom, Fighting",Pro,N/A,21
71,"The Sims 4 (PC)Electronic Arts, Simulation",Pro,N/A,97
72,"Mario Kart Wii U (WiiU)Nintendo, Racing",Pro,N/A,111
73,"Grand Theft Auto V (X360)Take-Two Interactive, Action",Pro,N/A,147
74,"Lego Star Wars: The Force Awakens (3DS)Warner Bros. Interactive Entertainment, Action",Pro,N/A,2
75,"The Last of Us (PS4)Sony Computer Entertainment, Misc",Pro,N/A,102
1,"Lego Star Wars: The Force Awakens (PS4)Warner Bros. Interactive Entertainment, Action","201,628","201,628",1
2,"Uncharted (PS4) (PS4)Sony Computer Entertainment, Action","98,590","3,449,124",8
3,"Lego Star Wars: The Force Awakens (XOne)Warner Bros. Interactive Entertainment, Action","88,552","88,552",1
4,"Star Ocean 5: Integrity and Faithlessness (PS4)Square Enix, Role-Playing","78,546","217,984",14
5,"Overwatch (PS4)Activision, Shooter","76,661","1,150,775",6
6,"Call of Duty: Black Ops 3 (PS4)Activision, Shooter","75,212","13,175,920",35
7,"Super Robot Wars OG: The Moon Dwellers (PS4)Namco Bandai Games, Misc","68,624","68,624",1
8,"Overwatch (XOne)Activision, Shooter","61,847","559,621",6
9,"Grand Theft Auto V (PS4)Take-Two Interactive, Action","58,161","11,093,404",85
10,"Kirby: Planet Robobot (3DS)Nintendo, Action","43,449","583,693",10
11,"Doom (2016) (PS4)Bethesda Softworks, Shooter","42,714","1,066,726",8
12,"Minecraft (WiiU)Microsoft Game Studios, Adventure","42,483","126,623",2
13,"FIFA 16 (PS4)Electronic Arts, Sports","41,979","7,741,619",41
14,"Super Robot Wars OG: The Moon Dwellers (PS3)Namco Bandai Games, Misc","39,542","39,542",1
15,"Lego Star Wars: The Force Awakens (PS3)Warner Bros. Interactive Entertainment, Action","38,717","38,717",1
16,"7 Days to Die (PS4)Telltale Games, Action","36,708","36,708",1
17,"Zero Escape: Zero Time Dilemma (3DS)Aksys Games, Adventure","34,564","34,564",1
18,"Zero Escape: Zero Time Dilemma (PSV)Aksys Games, Adventure","33,009","33,009",1
19,"Story of Seasons: Good Friends of the Three Villages (3DS)Marvelous Interactive, Simulation","31,335","135,610",2
20,"Lego Star Wars: The Force Awakens (X360)Warner Bros. Interactive Entertainment, Action","30,265","30,265",1
21,"Grand Theft Auto V (XOne)Take-Two Interactive, Action","29,504","4,738,358",146
22,"FIFA 16 (XOne)Electronic Arts, Sports","29,489","3,018,798",41
23,"Pokemon Omega Ruby/Pokemon Alpha Sapphire (3DS)Nintendo, Misc","25,147","10,590,613",85
24,"Mario & Sonic at the Rio 2016 Olympic Games (WiiU)Nintendo, Action","24,854","75,214",2
25,"NBA 2K16 (PS4)Take-Two Interactive, Sports","24,121","3,693,056",40
26,"MineCraft (PS4)Sony Computer Entertainment Europe, Misc","23,388","3,439,870",92
27,"Gears of War: Ultimate Edition (XOne)Microsoft Game Studios, Shooter","22,620","2,668,083",45
28,"Ratchet & Clank (2016) (PS4)Sony Computer Entertainment, Platform","22,580","929,036",12
29,"Doom (2016) (XOne)Bethesda Softworks, Shooter","22,579","496,961",8
30,"UEFA Euro 2016 (PS4)Konami Digital Entertainment, Sports","20,377","195,936",11
31,"Lego Star Wars: The Force Awakens (WiiU)Warner Bros. Interactive Entertainment, Action",Pro,N/A,1
32,"Tom Clancy's The Division (PS4)Ubisoft, Misc",Pro,N/A,17
33,"Pokemon X/Y (3DS)Nintendo, Misc",Pro,N/A,143
34,"The Technomancer (PS4)Focus Home Interactive, Role-Playing",Pro,N/A,1
35,"Shin Megami Tensei x Fire Emblem (WiiU)Nintendo, Role-Playing",Pro,N/A,28
36,"Fire Emblem Fates (3DS)Nintendo, Role-Playing",Pro,N/A,54
37,"Call of Duty: Black Ops 3 (XOne)Activision, Shooter",Pro,N/A,35
38,"NBA 2K16 (XOne)Take-Two Interactive, Sports",Pro,N/A,40
39,"Lego Star Wars: The Force Awakens (3DS)Warner Bros. Interactive Entertainment, Action",Pro,N/A,1
40,"Star Wars Battlefront (2015) (PS4)Electronic Arts, Shooter",Pro,N/A,33
41,"FIFA 16 (PS3)Electronic Arts, Sports",Pro,N/A,41
42,"Uncharted: The Nathan Drake Collection (PS4)Sony Computer Entertainment, Action",Pro,N/A,39
